# Overlay-germ archaeology census (OVERLAY-GERM-ARCHAEOLOGY-0 / 7.6)
# schema: id	token	verb	layer	family	classification	disposition	rationale
# families: OVERLAY | INHERIT | CROSSING-WRITE | EML-REGISTRY
# classification: SEMANTIC-DUPLICATE→migrate / GENUINELY-STRUCTURAL→keep / DEAD→delete
# universe is tree-derived (scripts/ci/overlay_germ_archaeology_census_universe.txt); do not hand-edit that pin.
# Justified non-route overlay-named hits are `# RESIDUE` comments below (not a sixth artifact).
# RECONCILIATION: discovery=73 classified-universe=73 analysis=3 residue=77 unclassified=0
# RESIDUE	driver:action_band_consequence.rs:submit_routed_overlay_product	route-alias	The shared stamped-product mapper is the implementation of AN-ACTION-CONSEQUENCE and OVL-COMMIT-ATTACH after migration, not an additional crossing or overlay authority route.
# RESIDUE	driver:field_sweep_compile.rs:compile_stead_overlay_parameterized_n4_field_sweep	field-parameter	Generic FieldSweep registration reading ordinary overlay-parameter columns; it neither attaches nor applies an Overlay and owns no lifetime route.
# RESIDUE	driver:field_sweep_compile.rs:compile_palma_overlay_parameterized_n4_field_sweep	field-parameter	Generic min-plus FieldSweep registration reading ordinary W/terminal columns; it neither attaches nor applies an Overlay and owns no lifetime route.
# RESIDUE	driver:field_sweep_compile.rs:compile_gu_yang_overlay_parameterized_n4_field_sweeps	field-parameter	Generic conservative FieldSweep registrations reading bounded conductance/capacity columns; they neither attach nor apply an Overlay and own no lifetime route.
# RESIDUE	kernel:overlay_prep.rs:append_overlay_profile_ops	projection-plumbing	Compiles already-admitted active overlays into consumer-local effective descriptor operations; it does not attach, activate, suspend, dissolve, or mutate an Overlay.
# RESIDUE	kernel:overlay_prep.rs:build_frozen_overlay_dependencies	projection-plumbing	Derives immutable span-dependency admission rows from retained overlay metadata; it neither discovers dependencies in refresh nor attaches, activates, suspends, dissolves, or mutates an Overlay.
# RESIDUE	kernel:overlay_prep.rs:resolve_ordered_overlay_hosts	projection-query	Reads the graduated standing/routed overlay order to build a derived effective descriptor; it is not a second inheritance, attach, or lifecycle authority route.
# RESIDUE	kernel:overlay_prep.rs:same_overlay_dependency_shape	projection-guard	Compares retained dependency-bearing overlay shape and rejects refresh when fresh admission is required; it does not mutate a dependency registry or an Overlay.
# RESIDUE	core:grant_lifecycle.rs:grant_disbursement_capacity_overlay	pre-open-state-constructor	Builds one ordinary Infrastructure/System full-state overlay for an explicitly authored sparse granting participant before session open; it does not attach, schedule, activate, dissolve, or publish the overlay.
# RESIDUE	sim:grant_disbursement.rs:pre_open_overlay_state	projection-query	Purely decodes an already-retained grant state overlay into exact lane values; it neither creates nor mutates an overlay and owns no lifecycle route.
# RESIDUE	sim:grant_disbursement.rs:active_state_overlay	projection-query	Selects the one already-active pre-open grant state overlay after exact lane comparison; it cannot attach, suspend, activate, or publish anything.
# RESIDUE	sim:grant_disbursement.rs:published_state_overlay	route-alias	Maps a fully validated schedule-derived lane state into the payload consumed by the existing BoundaryRequest::AttachOverlay route; the function itself neither attaches nor writes state and is not a peer route.
